Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","129.45","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1303","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","96","Chine - RAS de Hong-Kong","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","96.65","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","128","Chine - RAS de Macao","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3312","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","128","Chine - RAS de Macao","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","107.31","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","128","Chine - RAS de Macao","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1058","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","128","Chine - RAS de Macao","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","69.17","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","41","Chine, continentale","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3347","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","41","Chine, continentale","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","105.3","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","41","Chine, continentale","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","752","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","41","Chine, continentale","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","41.25","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","214","Chine, Taiwan Province de","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2958","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","214","Chine, Taiwan Province de","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","85.96","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","214","Chine, Taiwan Province de","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","693","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","214","Chine, Taiwan Province de","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","45.44","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","50","Chypre","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3046","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","50","Chypre","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","92.38","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","50","Chypre","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","686","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","50","Chypre","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","46.4","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","44","Colombie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2992","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","44","Colombie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","72.72","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","44","Colombie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","559","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","44","Colombie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","38.08","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","45","Comores","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2285","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","45","Comores","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","57.57","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","45","Comores","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","184","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","45","Comores","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","18.63","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","46","Congo","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2183","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","46","Congo","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","53.11","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","46","Congo","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","222","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","46","Congo","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","25.51","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","48","Costa Rica","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2996","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","48","Costa Rica","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","80.84","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","48","Costa Rica","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","693","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","48","Costa Rica","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","46.28","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","107","Côte d'Ivoire","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2841","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","107","Côte d'Ivoire","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","59.27","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","107","Côte d'Ivoire","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","112","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","107","Côte d'Ivoire","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","14.32","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","98","Croatie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3128","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","98","Croatie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","93.51","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","98","Croatie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","954","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","98","Croatie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","57.13","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","49","Cuba","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3375","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","49","Cuba","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","82.59","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","49","Cuba","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","528","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","49","Cuba","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","34.21","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","54","Danemark","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3421","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","54","Danemark","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","115.38","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","54","Danemark","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1244","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","54","Danemark","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","76.72","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","72","Djibouti","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2795","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","72","Djibouti","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","65.93","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","72","Djibouti","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","201","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","72","Djibouti","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","13.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","55","Dominique","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2929","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","55","Dominique","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","81.47","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","55","Dominique","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","656","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","55","Dominique","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","45.06","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","59","Égypte","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3307","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","59","Égypte","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","95.52","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","59","Égypte","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","267","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","59","Égypte","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","23.68","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2739","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","77.77","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","431","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","60","El Salvador","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","27.44","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","58","Équateur","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2563","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","58","Équateur","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","64.09","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","58","Équateur","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","570","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","58","Équateur","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","32.68","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3348","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","108.54","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","872","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","203","Espagne","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","68.32","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3167","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","102.35","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1106","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","63","Estonie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","64.92","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2544","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","60.03","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","274","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","209","Eswatini","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","18.2","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","231","États-Unis d'Amérique","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3862","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","231","États-Unis d'Amérique","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","115.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","231","États-Unis d'Amérique","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1126","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","231","États-Unis d'Amérique","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","75.93","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","238","Éthiopie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2439","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","238","Éthiopie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","70.55","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","238","Éthiopie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","101","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","238","Éthiopie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","6.4","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","185","Fédération de Russie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3363","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","185","Fédération de Russie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","104.83","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","185","Fédération de Russie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","871","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","185","Fédération de Russie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","55.87","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2859","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","77.9","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","517","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","66","Fidji","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","36.24","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3320","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","117.47","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1277","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","67","Finlande","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","73.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","68","France","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3532","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","68","France","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","109.73","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","68","France","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1117","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","68","France","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","64.53","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","74","Gabon","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2633","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","74","Gabon","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","78.93","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","74","Gabon","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","366","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","74","Gabon","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","37.59","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","75","Gambie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2483","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","75","Gambie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","62.82","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","75","Gambie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","199","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","75","Gambie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","18.45","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","73","Géorgie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2860","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","73","Géorgie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","79.11","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","73","Géorgie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","562","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","73","Géorgie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","33.46","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","81","Ghana","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3114","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","81","Ghana","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","61.76","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","81","Ghana","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","124","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","81","Ghana","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","14.61","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","84","Grèce","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3396","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","84","Grèce","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","107.35","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","84","Grèce","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","843","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","84","Grèce","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","62.51","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","86","Grenade","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2479","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","86","Grenade","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","72.51","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","86","Grenade","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","595","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","86","Grenade","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","42.52","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","89","Guatemala","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2556","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","89","Guatemala","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","69.69","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","89","Guatemala","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","285","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","89","Guatemala","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","21.82","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","90","Guinée","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2849","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","90","Guinée","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","57.49","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","90","Guinée","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","141","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","90","Guinée","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","11.85","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","175","Guinée-Bissau","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2230","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","175","Guinée-Bissau","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","43.28","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","175","Guinée-Bissau","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","146","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","175","Guinée-Bissau","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","8.4","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","91","Guyana","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2940","Fc","Donnée calculée"
