Code Domaine,Domaine,Code zone,Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","91","Guyana","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","87.15","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","91","Guyana","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","537","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","91","Guyana","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","37.99","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2159","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","47.65","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","169","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","10.94","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2678","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","62.28","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","326","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","21.3","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3391","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","89.48","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1107","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","50.26","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","25","Îles Salomon","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2411","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","25","Îles Salomon","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","52.85","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","25","Îles Salomon","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","202","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","25","Îles Salomon","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","15.82","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","100","Inde","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2581","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","100","Inde","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","64.87","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","100","Inde","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","298","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","100","Inde","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","15.44","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2879","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","67.54","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","226","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","24.54","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","102","Iran (République islamique d')","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3005","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","102","Iran (République islamique d')","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","83.12","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","102","Iran (République islamique d')","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","340","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","102","Iran (République islamique d')","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","25.02","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","103","Iraq","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2615","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","103","Iraq","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","64.77","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","103","Iraq","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","193","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","103","Iraq","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","12.48","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","104","Irlande","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3811","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","104","Irlande","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","111.05","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","104","Irlande","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1010","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","104","Irlande","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","63.35","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","99","Islande","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3637","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","99","Islande","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","143.94","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","99","Islande","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1663","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","99","Islande","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","104.63","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","105","Israël","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3558","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","105","Israël","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","126.1","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","105","Israël","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","853","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","105","Israël","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","76.37","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","106","Italie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3505","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","106","Italie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","104.54","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","106","Italie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","842","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","106","Italie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","55.6","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","109","Jamaïque","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2770","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","109","Jamaïque","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","77.09","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","109","Jamaïque","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","528","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","109","Jamaïque","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","38.28","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","110","Japon","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2691","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","110","Japon","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","88.02","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","110","Japon","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","569","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","110","Japon","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","49.17","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","112","Jordanie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2529","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","112","Jordanie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","63.72","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","112","Jordanie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","366","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","112","Jordanie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","25.15","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","108","Kazakhstan","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3331","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","108","Kazakhstan","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","104.1","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","108","Kazakhstan","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","918","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","108","Kazakhstan","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","56.88","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","114","Kenya","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2205","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","114","Kenya","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","61.19","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","114","Kenya","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","258","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","114","Kenya","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","15.16","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","113","Kirghizistan","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2728","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","113","Kirghizistan","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","84.85","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","113","Kirghizistan","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","589","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","113","Kirghizistan","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","34.9","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","83","Kiribati","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3071","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","83","Kiribati","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","70.35","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","83","Kiribati","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","356","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","83","Kiribati","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","35.18","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","118","Koweït","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3449","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","118","Koweït","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","101.02","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","118","Koweït","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","655","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","118","Koweït","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","49.41","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","122","Lesotho","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2190","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","122","Lesotho","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","61.52","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","122","Lesotho","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","274","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","122","Lesotho","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","18.03","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","119","Lettonie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3253","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","119","Lettonie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","94.52","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","119","Lettonie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","964","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","119","Lettonie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","55.21","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","121","Liban","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2870","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","121","Liban","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","71.41","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","121","Liban","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","365","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","121","Liban","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","25.29","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","123","Libéria","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2149","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","123","Libéria","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","42.11","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","123","Libéria","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","125","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","123","Libéria","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","10.66","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","124","Libye","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3141","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","124","Libye","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","83.16","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","124","Libye","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","430","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","124","Libye","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","31.11","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3410","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","116.04","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","960","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","126","Lituanie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","67.88","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","256","Luxembourg","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3504","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","256","Luxembourg","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","108.95","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","256","Luxembourg","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","1184","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","256","Luxembourg","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","66.55","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","154","Macédoine du Nord","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3095","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","154","Macédoine du Nord","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","84.27","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","154","Macédoine du Nord","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","586","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","154","Macédoine du Nord","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","36.81","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","129","Madagascar","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","1912","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","129","Madagascar","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","42.66","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","129","Madagascar","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","127","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","129","Madagascar","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","8.86","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","131","Malaisie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2931","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","131","Malaisie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","77.53","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","131","Malaisie","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","517","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","131","Malaisie","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","43.25","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","130","Malawi","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2600","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","130","Malawi","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","70.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","130","Malawi","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","286","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","130","Malawi","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","14.61","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","132","Maldives","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2212","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","132","Maldives","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","80.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","132","Maldives","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","548","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","132","Maldives","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","49.15","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","133","Mali","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","2888","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","133","Mali","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","80.42","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","133","Mali","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","234","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","133","Mali","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","17.94","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","134","Malte","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3379","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","134","Malte","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","105.36","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","134","Malte","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","912","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","134","Malte","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","60.88","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","143","Maroc","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3365","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","143","Maroc","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","99.15","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","143","Maroc","664","Disponibilité alimentaire (Kcal/personne/jour)","2941","Produits Animaux","2019","2019","Kcal/personne/jour","335","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","143","Maroc","674","Disponibilité de protéines en quantité (g/personne/jour)","2941","Produits Animaux","2019","2019","g/personne/jour","27.91","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","137","Maurice","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2019","2019","Kcal/personne/jour","3033","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","137","Maurice","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2019","2019","g/personne/jour","87.14","Fc","Donnée calculée"
