,Area Code,Area,Year,Food supply (kcal/capita/day),Protein supply quantity (g/capita/day),Animal protein (%),population 2017,population 2019 (1000 p),Population difference (%),Poultry quantity (%),Poultry Meat Production (1000 tonnes),Country Code,GDP 2017,2018,2019,2020,Region,GDP 2017 (milliards),GDP per capita,Range GDP per capita
42,63,Estonia,2019,3167.0,102.35,34.92263972213451,1319,1326,0.530705079605762,0.6934006946637196,20.0,EST,20387.2831474612,23052.3012559586,23397.1200148694,23027.0269956294,Europe & Central Asia,2.03872831474612e-05,15375.02499808537,"(6898.826, 384617.885]"
43,66,Fiji,2019,2859.0,77.9,18.083245890171387,877,890,1.4823261117445838,1.440013990905911,35.0,FJI,6101.023889500811,6317.413720151229,6175.89065331713,5057.6319126176095,East Asia & Pacific,6.10102388950081e-06,6855.083021911023,"(1110.26, 6898.826]"
44,67,Finland,2019,3320.0,117.47,38.463855421686745,5511,5532,0.38105606967882416,0.596987951807229,139.0,FIN,46297.4963459994,49964.4999098426,48628.641762105,48744.9881267787,Europe & Central Asia,4.6297496345999404e-05,8369.034046637636,"(6898.826, 384617.885]"
45,68,France,2019,3532.0,109.73,31.62514156285391,66769,65130,-2.4547319864008745,0.6622310305775765,1660.0,FRA,38685.2584944953,41572.485009962904,40578.6442850534,39030.3603713482,Europe & Central Asia,3.86852584944953e-05,593.9698832257839,"(312.044, 1110.26]"
48,73,Georgia,2019,2860.0,79.11,19.65034965034965,4009,3997,-0.29932651534048393,0.5912587412587412,22.0,GEO,4357.00093554628,4722.78778321766,4697.98365238984,4266.69079450924,Europe & Central Asia,4.35700093554628e-06,1090.0677847251138,"(312.044, 1110.26]"
49,74,Gabon,2019,2633.0,78.93,13.900493733383973,2065,2173,5.230024213075061,1.3205469046714775,4.0,GAB,7230.43491161979,7959.00726736376,7766.99655422948,6881.715192318311,Sub-Saharan Africa,7.23043491161979e-06,3327.397566322959,"(1110.26, 6898.826]"
50,75,"Gambia, The",2019,2483.0,62.82,8.01449859041482,2214,2348,6.052393857271906,0.4530809504631494,2.0,GMB,679.75507172296,732.720727318856,772.045914215139,773.002070135524,Sub-Saharan Africa,6.7975507172296e-07,289.5038635958092,"(66.911, 312.044]"
51,79,Germany,2019,3559.0,104.24,29.699353751053668,82658,83517,1.0392218539040383,0.506041022759202,1544.0,DEU,44542.295204083304,47950.180814204105,46794.8992915603,46208.4294717472,Europe & Central Asia,4.454229520408331e-05,533.3320785478801,"(312.044, 1110.26]"
52,80,Bosnia and Herzegovina,2019,3320.0,98.21,17.951807228915662,3352,3301,-1.5214797136038185,0.5066265060240964,70.0,BIH,5394.26894391382,6070.34908129292,6119.762344622221,6079.73828544838,Europe & Central Asia,5.3942689439138205e-06,1634.131761258352,"(1110.26, 6898.826]"
53,81,Ghana,2019,3114.0,61.76,3.9820166987797045,29121,30418,4.453830569005185,0.2315350032113038,66.0,GHA,2074.29073272269,2260.86056729337,2246.62557816432,2205.5290158584,Sub-Saharan Africa,2.07429073272269e-06,68.19287042943947,"(66.911, 312.044]"
54,83,Kiribati,2019,3071.0,70.35,11.592315206773039,114,118,3.508771929824561,0.49853467925757083,1.0,KIR,1640.57120522974,1727.8450013164402,1601.86186855285,1653.54029724315,East Asia & Pacific,1.64057120522974e-06,13903.145807031693,"(6898.826, 384617.885]"
55,84,Greece,2019,3396.0,107.35,24.823321554770317,10569,10473,-0.9083167754754471,0.7541224970553593,230.0,GRC,18536.1907178433,19747.3425837935,19133.7577636254,17622.5410033504,Europe & Central Asia,1.85361907178433e-05,1769.9026752452305,"(1110.26, 6898.826]"
56,86,Grenada,2019,2479.0,72.51,24.00161355385236,111,112,0.9009009009009009,1.807583703106091,0.0,GRD,10152.8328118872,10466.8822111958,10827.4352905074,9261.55187617696,Latin America & Caribbean,1.01528328118872e-05,90650.29296327857,"(6898.826, 384617.885]"
57,89,Guatemala,2019,2556.0,69.69,11.150234741784038,16915,17581,3.9373337274608335,0.7566510172143975,234.0,GTM,4454.048149835479,4478.42464550944,4638.63494319511,4603.33961670975,Latin America & Caribbean,4.4540481498354795e-06,253.34441441530515,"(66.911, 312.044]"
58,90,Guinea,2019,2849.0,57.49,4.9491049491049495,12068,12771,5.825323168710639,0.09547209547209547,11.0,GIN,855.575270552124,955.111281136711,1058.14336817356,1194.03786469445,Sub-Saharan Africa,8.55575270552124e-07,66.99360038776321,"(66.911, 312.044]"
59,91,Guyana,2019,2940.0,87.15,18.26530612244898,775,783,1.032258064516129,1.4108843537414966,39.0,GUY,6124.953669987591,6145.8192766437705,6609.51127954588,6955.939217177889,Latin America & Caribbean,6.124953669987591e-06,7822.418480188494,"(6898.826, 384617.885]"
60,93,Haiti,2019,2159.0,47.65,7.827698008337193,10982,11263,2.5587324713167,0.41361741547012504,9.0,HTI,1369.0637339513698,1479.3458268885001,1312.77063606676,1272.36799204205,Latin America & Caribbean,1.3690637339513698e-06,121.55409162313504,"(66.911, 312.044]"
61,95,Honduras,2019,2678.0,62.28,12.17326362957431,9429,9746,3.3619683953759676,0.8857356235997013,218.0,HND,2436.6716359867,2492.86896769136,2556.45689068459,2389.0124307710003,Latin America & Caribbean,2.4366716359867002e-06,250.01761091593477,"(66.911, 312.044]"
62,97,Hungary,2019,3391.0,89.48,32.64523739309938,9730,9685,-0.4624871531346352,0.7847242701268062,532.0,HUN,14623.6966492311,16427.3727611478,16735.6597794761,15980.740889649,Europe & Central Asia,1.46236966492311e-05,1509.9325399309344,"(1110.26, 6898.826]"
63,98,Croatia,2019,3128.0,93.51,30.498721227621484,4183,4130,-1.2670332297394216,0.5297314578005116,54.0,HRV,13629.289592247,15227.5600968096,15311.766903695,14134.1626811193,Europe & Central Asia,1.3629289592247e-05,3300.070119188136,"(1110.26, 6898.826]"
64,99,Iceland,2019,3637.0,143.94,45.724498212812755,334,339,1.4970059880239521,0.8627990101732197,10.0,ISL,72010.1490316258,74469.8040591559,68941.4622272394,59270.1800510483,Europe & Central Asia,7.20101490316258e-05,212419.31867736223,"(6898.826, 384617.885]"
65,100,India,2019,2581.0,64.87,11.545912437039908,1338677,1366418,2.0722698604667147,0.11972103835722588,4232.0,IND,1980.66701982802,1996.9150873978897,2100.75146060805,1927.7078230933498,South Asia,1.9806670198280203e-06,1.4495322952625185,"(1.449, 66.911]"
66,101,Indonesia,2019,2879.0,67.54,7.849947898575895,264651,270626,2.2576903166812143,0.27926363320597425,3539.0,IDN,3837.57802362633,3893.85957814877,4135.201531326939,3869.5884270453703,East Asia & Pacific,3.83757802362633e-06,14.180374478528782,"(1.449, 66.911]"
67,102,"Iran, Islamic Rep.",2019,3005.0,83.12,11.314475873544094,80674,82914,2.7766070853062943,0.8998336106489184,2292.0,IRN,5520.314782139979,3598.48345396129,3114.62275284063,2422.48065682777,Middle East & North Africa,5.520314782139979e-06,66.57880191692573,"(1.449, 66.911]"
68,103,Iraq,2019,2615.0,64.77,7.3804971319311665,32210,33717,4.678671220117976,0.23403441682600382,101.0,IRQ,4985.45287942996,5915.85085369644,5980.6269179797,4145.86293637602,Middle East & North Africa,4.9854528794299605e-06,147.86169823620017,"(66.911, 312.044]"
69,104,Ireland,2019,3811.0,111.05,26.502230385725532,4753,4882,2.7140753208499895,0.7008659144581475,154.0,IRL,69601.683881773,79068.9746116787,80886.6157387104,85267.7647437582,Europe & Central Asia,6.9601683881773e-05,14256.797190039533,"(6898.826, 384617.885]"
70,105,Israel,2019,3558.0,126.1,23.97414277684092,8244,8519,3.3357593401261525,2.0146149522203487,617.0,ISR,40774.1296073227,42063.4531274811,43951.2477305677,44168.9436355026,Middle East & North Africa,4.07741296073227e-05,4786.2577306400635,"(1110.26, 6898.826]"
71,106,Italy,2019,3505.0,104.54,24.022824536376604,60674,60550,-0.20437090022085241,0.5352353780313838,1358.0,ITA,32326.6742113994,34605.2627252058,33641.633751362206,31714.2209467105,Europe & Central Asia,3.23266742113994e-05,533.883967157711,"(312.044, 1110.26]"
72,107,Cote d'Ivoire,2019,2841.0,59.27,3.9422738472368883,24437,25717,5.237958832917298,0.07426962337205209,53.0,CIV,2111.02655726645,2314.05095836881,2276.3323939018,2325.72370502247,Sub-Saharan Africa,2.1110265572664498e-06,82.08681250793055,"(66.911, 312.044]"
73,108,Kazakhstan,2019,3331.0,104.1,27.559291504052837,18080,18551,2.605088495575221,0.5755028519963975,214.0,KAZ,9247.58133129626,9812.62637077396,9812.5958082732,9122.23343021644,Europe & Central Asia,9.24758133129626e-06,498.4950316045637,"(312.044, 1110.26]"
74,109,Jamaica,2019,2770.0,77.09,19.061371841155236,2921,2948,0.9243409791167408,1.9714801444043322,134.0,JAM,5070.0995030615995,5359.99378939638,5369.4983713849,4664.53024222133,Latin America & Caribbean,5.070099503061599e-06,1719.8437934401627,"(1110.26, 6898.826]"
75,110,Japan,2019,2691.0,88.02,21.14455592716462,127503,126860,-0.5043018595640887,0.7186919360832404,2298.0,JPN,38891.0862716856,39808.168560879305,40777.608697051204,40193.2524448357,East Asia & Pacific,3.88910862716856e-05,306.5669736062242,"(66.911, 312.044]"
76,112,Jordan,2019,2529.0,63.72,14.472123368920522,9786,10102,3.2291027999182504,0.9268485567417952,185.0,JOR,4231.51827999134,4308.151073899699,4405.48710929391,4282.76582461621,Middle East & North Africa,4.23151827999134e-06,418.8792595517066,"(312.044, 1110.26]"
77,113,Kyrgyz Republic,2019,2728.0,84.85,21.59090909090909,6190,6416,3.6510500807754442,0.23826979472140764,8.0,KGZ,1242.76964282023,1308.14016549619,1374.03210467421,1173.6113041992598,Europe & Central Asia,1.24276964282023e-06,193.6985104146244,"(66.911, 312.044]"
78,114,Kenya,2019,2205.0,61.19,11.700680272108844,50221,52574,4.68529101371936,0.07346938775510205,89.0,KEN,1633.49121639293,1794.0911754468,1912.64786680344,1878.5807025134802,Sub-Saharan Africa,1.6334912163929301e-06,31.07032404597196,"(1.449, 66.911]"
79,115,Cambodia,2019,2700.0,65.53,7.777777777777778,16009,16487,2.98582047598226,0.07962962962962963,28.0,KHM,1385.2600661611402,1512.12698889384,1643.12138876539,1543.6692575728198,East Asia & Pacific,1.3852600661611403e-06,84.02135416759508,"(66.911, 312.044]"
81,117,"Korea, Rep.",2019,3453.0,99.0,20.011584129742253,51096,51225,0.25246594645373416,0.6136692730958587,951.0,KOR,31616.8434004683,33422.9442100836,31936.796353472797,31631.469450986602,East Asia & Pacific,3.1616843400468303e-05,617.2150981057746,"(312.044, 1110.26]"
82,118,Kuwait,2019,3449.0,101.02,18.991011887503625,4056,4207,3.722879684418146,1.4076543925775586,56.0,KWT,29759.4674745278,33399.0604365842,32373.251122050697,24811.7697100231,Middle East & North Africa,2.9759467474527798e-05,7073.797830883717,"(6898.826, 384617.885]"
83,119,Latvia,2019,3253.0,94.52,29.634183830310484,1951,1907,-2.255253716043055,0.6443283123270827,35.0,LVA,15656.3474910518,17856.3071171976,17926.841589919,17726.2529351368,Europe & Central Asia,1.56563474910518e-05,8209.935758286209,"(6898.826, 384617.885]"
84,120,Lao PDR,2019,2762.0,75.1,10.246198406951484,6953,7169,3.1065727024306056,0.20238957277335265,36.0,LAO,2455.21155944893,2569.09389217251,2635.8000150335897,2629.71458287115,East Asia & Pacific,2.45521155944893e-06,342.47615559337845,"(312.044, 1110.26]"
85,121,Lebanon,2019,2870.0,71.41,12.717770034843205,6819,6856,0.542601554480129,0.6059233449477351,126.0,LBN,7819.604670196491,8058.444336923241,7578.172368081709,4649.54764607837,Middle East & North Africa,7.819604670196491e-06,1140.5491059213084,"(1110.26, 6898.826]"
86,122,Lesotho,2019,2190.0,61.52,12.511415525114156,2092,2125,1.5774378585086042,0.33926940639269404,2.0,LSO,1102.9444103788699,1192.4843195181,1113.37214033581,875.3534329639259,Sub-Saharan Africa,1.1029444103788698e-06,519.0326637077035,"(312.044, 1110.26]"
87,123,Liberia,2019,2149.0,42.11,5.8166589111214515,4702,4937,4.997873245427478,0.4895300139599814,16.0,LBR,721.0850440132159,710.265998419581,672.340499220841,632.93638561735,Sub-Saharan Africa,7.210850440132159e-07,146.05733117545392,"(66.911, 312.044]"
88,124,Libya,2019,3141.0,83.16,13.689907672715696,6581,6777,2.978270779516791,0.9391913403374721,124.0,LBY,5756.69932474775,7877.12460954542,7685.9481324831795,3699.29476514318,Middle East & North Africa,5.7566993247477505e-06,849.4465581743766,"(312.044, 1110.26]"
89,126,Lithuania,2019,3410.0,116.04,28.1524926686217,2845,2760,-2.9876977152899826,0.8870967741935484,100.0,LTU,16843.699654691,19176.812150505,19575.768481406998,20233.6413480843,Europe & Central Asia,1.6843699654691003e-05,6102.789729960507,"(1110.26, 6898.826]"
90,129,Madagascar,2019,1912.0,42.66,6.642259414225942,25571,26969,5.467130734034648,0.16579497907949792,85.0,MDG,515.2933233732331,523.9459714196599,522.989524271408,471.491496300252,Sub-Saharan Africa,5.152933233732331e-07,19.106875426349998,"(1.449, 66.911]"
91,130,Malawi,2019,2600.0,70.01,11.0,17670,18629,5.427277872099604,0.28076923076923077,136.0,MWI,506.137294436399,544.593435393373,591.8463895566459,636.820536833847,Sub-Saharan Africa,5.06137294436399e-07,27.169321726147352,"(1.449, 66.911]"
92,131,Malaysia,2019,2931.0,77.53,17.639031047424087,31105,31950,2.7166050474200287,1.3391334015694303,1717.0,MYS,10259.3048064811,11380.0820900475,11432.822997301799,10412.3489834381,East Asia & Pacific,1.0259304806481099e-05,321.1050017677965,"(312.044, 1110.26]"
94,133,Mali,2019,2888.0,80.42,8.102493074792244,18512,19658,6.190579083837511,0.08414127423822716,55.0,MLI,830.021515346886,894.8047765103661,879.0431873008121,862.4530187702521,Sub-Saharan Africa,8.300215153468859e-07,42.223090616893174,"(1.449, 66.911]"
95,134,Malta,2019,3379.0,105.36,26.990233796981354,438,440,0.45662100456621,0.7517016868896124,4.0,MLT,28250.6977747589,30672.292243903797,30186.1959621979,27884.642827425097,Middle East & North Africa,2.82506977747589e-05,64206.131306270225,"(6898.826, 384617.885]"
96,136,Mauritania,2019,2875.0,82.92,15.304347826086957,4283,4526,5.673593275741303,0.23408695652173914,5.0,MRT,1587.6112632506301,1670.2041645288,1743.30290093768,1701.9911630490801,Sub-Saharan Africa,1.5876112632506302e-06,350.77579833199957,"(312.044, 1110.26]"
97,137,Mauritius,2019,3033.0,87.14,16.254533465215957,1264,1270,0.47468354430379744,1.3794922518958128,51.0,MUS,10484.9083620411,11208.3438184474,11097.168977137,8627.843157119809,Sub-Saharan Africa,1.04849083620411e-05,8255.833355937873,"(6898.826, 384617.885]"
98,138,Mexico,2019,3163.0,91.65,22.13088839709137,124777,127576,2.2432018721398976,1.1258299083148908,3515.0,MEX,9287.84958732302,9686.984926555859,9950.45008048459,8329.27131263927,Latin America & Caribbean,9.28784958732302e-06,72.80248312631703,"(66.911, 312.044]"
99,141,Mongolia,2019,2880.0,103.74,45.416666666666664,3114,3225,3.5645472061657033,0.10694444444444444,0.0,MNG,3687.10000337811,4156.8469697802,4404.845830202079,4060.95051770038,East Asia & Pacific,3.6871000033781104e-06,1143.2868227529023,"(1110.26, 6898.826]"
100,143,Morocco,2019,3365.0,99.15,9.955423476968797,35581,36472,2.504145470897389,0.612184249628529,861.0,MAR,3035.4544332310497,3226.98279356862,3235.00066048238,3058.69168866957,Middle East & North Africa,3.0354544332310496e-06,83.22698051192833,"(66.911, 312.044]"
101,144,Mozambique,2019,2130.0,47.3,4.788732394366197,28649,30366,5.993228384934902,0.18497652582159624,112.0,MOZ,461.415094120589,503.317925171139,506.641639083046,448.544280704982,Sub-Saharan Africa,4.61415094120589e-07,15.195122641131167,"(1.449, 66.911]"
