Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","114","Kenya","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","258","Fc","Calculated data"
"FBS","Food Balances (2010-)","114","Kenya","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","15.16","Fc","Calculated data"
"FBS","Food Balances (2010-)","83","Kiribati","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3071","Fc","Calculated data"
"FBS","Food Balances (2010-)","83","Kiribati","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","70.35","Fc","Calculated data"
"FBS","Food Balances (2010-)","83","Kiribati","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","356","Fc","Calculated data"
"FBS","Food Balances (2010-)","83","Kiribati","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","35.18","Fc","Calculated data"
"FBS","Food Balances (2010-)","118","Kuwait","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3449","Fc","Calculated data"
"FBS","Food Balances (2010-)","118","Kuwait","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","101.02","Fc","Calculated data"
"FBS","Food Balances (2010-)","118","Kuwait","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","655","Fc","Calculated data"
"FBS","Food Balances (2010-)","118","Kuwait","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","49.41","Fc","Calculated data"
"FBS","Food Balances (2010-)","113","Kyrgyzstan","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2728","Fc","Calculated data"
"FBS","Food Balances (2010-)","113","Kyrgyzstan","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","84.85","Fc","Calculated data"
"FBS","Food Balances (2010-)","113","Kyrgyzstan","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","589","Fc","Calculated data"
"FBS","Food Balances (2010-)","113","Kyrgyzstan","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","34.9","Fc","Calculated data"
"FBS","Food Balances (2010-)","120","Lao People's Democratic Republic","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2762","Fc","Calculated data"
"FBS","Food Balances (2010-)","120","Lao People's Democratic Republic","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","75.1","Fc","Calculated data"
"FBS","Food Balances (2010-)","120","Lao People's Democratic Republic","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","283","Fc","Calculated data"
"FBS","Food Balances (2010-)","120","Lao People's Democratic Republic","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","18.32","Fc","Calculated data"
"FBS","Food Balances (2010-)","119","Latvia","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3253","Fc","Calculated data"
"FBS","Food Balances (2010-)","119","Latvia","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","94.52","Fc","Calculated data"
"FBS","Food Balances (2010-)","119","Latvia","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","964","Fc","Calculated data"
"FBS","Food Balances (2010-)","119","Latvia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","55.21","Fc","Calculated data"
"FBS","Food Balances (2010-)","121","Lebanon","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2870","Fc","Calculated data"
"FBS","Food Balances (2010-)","121","Lebanon","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","71.41","Fc","Calculated data"
"FBS","Food Balances (2010-)","121","Lebanon","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","365","Fc","Calculated data"
"FBS","Food Balances (2010-)","121","Lebanon","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","25.29","Fc","Calculated data"
"FBS","Food Balances (2010-)","122","Lesotho","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2190","Fc","Calculated data"
"FBS","Food Balances (2010-)","122","Lesotho","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","61.52","Fc","Calculated data"
"FBS","Food Balances (2010-)","122","Lesotho","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","274","Fc","Calculated data"
"FBS","Food Balances (2010-)","122","Lesotho","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","18.03","Fc","Calculated data"
"FBS","Food Balances (2010-)","123","Liberia","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2149","Fc","Calculated data"
"FBS","Food Balances (2010-)","123","Liberia","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","42.11","Fc","Calculated data"
"FBS","Food Balances (2010-)","123","Liberia","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","125","Fc","Calculated data"
"FBS","Food Balances (2010-)","123","Liberia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","10.66","Fc","Calculated data"
"FBS","Food Balances (2010-)","124","Libya","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3141","Fc","Calculated data"
"FBS","Food Balances (2010-)","124","Libya","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","83.16","Fc","Calculated data"
"FBS","Food Balances (2010-)","124","Libya","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","430","Fc","Calculated data"
"FBS","Food Balances (2010-)","124","Libya","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","31.11","Fc","Calculated data"
"FBS","Food Balances (2010-)","126","Lithuania","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3410","Fc","Calculated data"
"FBS","Food Balances (2010-)","126","Lithuania","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","116.04","Fc","Calculated data"
"FBS","Food Balances (2010-)","126","Lithuania","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","960","Fc","Calculated data"
"FBS","Food Balances (2010-)","126","Lithuania","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","67.88","Fc","Calculated data"
"FBS","Food Balances (2010-)","256","Luxembourg","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3504","Fc","Calculated data"
"FBS","Food Balances (2010-)","256","Luxembourg","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","108.95","Fc","Calculated data"
"FBS","Food Balances (2010-)","256","Luxembourg","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","1184","Fc","Calculated data"
"FBS","Food Balances (2010-)","256","Luxembourg","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","66.55","Fc","Calculated data"
"FBS","Food Balances (2010-)","129","Madagascar","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","1912","Fc","Calculated data"
"FBS","Food Balances (2010-)","129","Madagascar","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","42.66","Fc","Calculated data"
"FBS","Food Balances (2010-)","129","Madagascar","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","127","Fc","Calculated data"
"FBS","Food Balances (2010-)","129","Madagascar","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","8.86","Fc","Calculated data"
"FBS","Food Balances (2010-)","130","Malawi","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2600","Fc","Calculated data"
"FBS","Food Balances (2010-)","130","Malawi","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","70.01","Fc","Calculated data"
"FBS","Food Balances (2010-)","130","Malawi","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","286","Fc","Calculated data"
"FBS","Food Balances (2010-)","130","Malawi","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","14.61","Fc","Calculated data"
"FBS","Food Balances (2010-)","131","Malaysia","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2931","Fc","Calculated data"
"FBS","Food Balances (2010-)","131","Malaysia","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","77.53","Fc","Calculated data"
"FBS","Food Balances (2010-)","131","Malaysia","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","517","Fc","Calculated data"
"FBS","Food Balances (2010-)","131","Malaysia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","43.25","Fc","Calculated data"
"FBS","Food Balances (2010-)","132","Maldives","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2212","Fc","Calculated data"
"FBS","Food Balances (2010-)","132","Maldives","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","80.01","Fc","Calculated data"
"FBS","Food Balances (2010-)","132","Maldives","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","548","Fc","Calculated data"
"FBS","Food Balances (2010-)","132","Maldives","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","49.15","Fc","Calculated data"
"FBS","Food Balances (2010-)","133","Mali","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2888","Fc","Calculated data"
"FBS","Food Balances (2010-)","133","Mali","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","80.42","Fc","Calculated data"
"FBS","Food Balances (2010-)","133","Mali","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","234","Fc","Calculated data"
"FBS","Food Balances (2010-)","133","Mali","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","17.94","Fc","Calculated data"
"FBS","Food Balances (2010-)","134","Malta","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3379","Fc","Calculated data"
"FBS","Food Balances (2010-)","134","Malta","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","105.36","Fc","Calculated data"
"FBS","Food Balances (2010-)","134","Malta","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","912","Fc","Calculated data"
"FBS","Food Balances (2010-)","134","Malta","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","60.88","Fc","Calculated data"
"FBS","Food Balances (2010-)","136","Mauritania","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2875","Fc","Calculated data"
"FBS","Food Balances (2010-)","136","Mauritania","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","82.92","Fc","Calculated data"
"FBS","Food Balances (2010-)","136","Mauritania","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","440","Fc","Calculated data"
"FBS","Food Balances (2010-)","136","Mauritania","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","31.25","Fc","Calculated data"
"FBS","Food Balances (2010-)","137","Mauritius","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3033","Fc","Calculated data"
"FBS","Food Balances (2010-)","137","Mauritius","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","87.14","Fc","Calculated data"
"FBS","Food Balances (2010-)","137","Mauritius","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","493","Fc","Calculated data"
"FBS","Food Balances (2010-)","137","Mauritius","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","41.68","Fc","Calculated data"
"FBS","Food Balances (2010-)","138","Mexico","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3163","Fc","Calculated data"
"FBS","Food Balances (2010-)","138","Mexico","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","91.65","Fc","Calculated data"
"FBS","Food Balances (2010-)","138","Mexico","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","700","Fc","Calculated data"
"FBS","Food Balances (2010-)","138","Mexico","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","44.89","Fc","Calculated data"
"FBS","Food Balances (2010-)","141","Mongolia","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2880","Fc","Calculated data"
"FBS","Food Balances (2010-)","141","Mongolia","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","103.74","Fc","Calculated data"
"FBS","Food Balances (2010-)","141","Mongolia","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","1308","Fc","Calculated data"
"FBS","Food Balances (2010-)","141","Mongolia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","73.76","Fc","Calculated data"
"FBS","Food Balances (2010-)","273","Montenegro","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3520","Fc","Calculated data"
"FBS","Food Balances (2010-)","273","Montenegro","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","111.99","Fc","Calculated data"
"FBS","Food Balances (2010-)","273","Montenegro","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","1227","Fc","Calculated data"
"FBS","Food Balances (2010-)","273","Montenegro","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","67.47","Fc","Calculated data"
"FBS","Food Balances (2010-)","143","Morocco","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3365","Fc","Calculated data"
"FBS","Food Balances (2010-)","143","Morocco","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","99.15","Fc","Calculated data"
"FBS","Food Balances (2010-)","143","Morocco","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","335","Fc","Calculated data"
"FBS","Food Balances (2010-)","143","Morocco","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","27.91","Fc","Calculated data"
"FBS","Food Balances (2010-)","144","Mozambique","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2130","Fc","Calculated data"
"FBS","Food Balances (2010-)","144","Mozambique","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","47.3","Fc","Calculated data"
"FBS","Food Balances (2010-)","144","Mozambique","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","102","Fc","Calculated data"
"FBS","Food Balances (2010-)","144","Mozambique","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","7.28","Fc","Calculated data"
"FBS","Food Balances (2010-)","28","Myanmar","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2847","Fc","Calculated data"
"FBS","Food Balances (2010-)","28","Myanmar","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","97.57","Fc","Calculated data"
"FBS","Food Balances (2010-)","28","Myanmar","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","638","Fc","Calculated data"
"FBS","Food Balances (2010-)","28","Myanmar","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","46.24","Fc","Calculated data"
"FBS","Food Balances (2010-)","147","Namibia","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2474","Fc","Calculated data"
"FBS","Food Balances (2010-)","147","Namibia","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","65.58","Fc","Calculated data"
"FBS","Food Balances (2010-)","147","Namibia","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","307","Fc","Calculated data"
"FBS","Food Balances (2010-)","147","Namibia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","22.95","Fc","Calculated data"
"FBS","Food Balances (2010-)","149","Nepal","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2883","Fc","Calculated data"
"FBS","Food Balances (2010-)","149","Nepal","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","74.9","Fc","Calculated data"
"FBS","Food Balances (2010-)","149","Nepal","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","246","Fc","Calculated data"
"FBS","Food Balances (2010-)","149","Nepal","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","13.55","Fc","Calculated data"
"FBS","Food Balances (2010-)","150","Netherlands","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3353","Fc","Calculated data"
"FBS","Food Balances (2010-)","150","Netherlands","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","108.11","Fc","Calculated data"
"FBS","Food Balances (2010-)","150","Netherlands","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","1156","Fc","Calculated data"
"FBS","Food Balances (2010-)","150","Netherlands","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","69.57","Fc","Calculated data"
"FBS","Food Balances (2010-)","153","New Caledonia","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2854","Fc","Calculated data"
"FBS","Food Balances (2010-)","153","New Caledonia","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","88.28","Fc","Calculated data"
"FBS","Food Balances (2010-)","153","New Caledonia","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","758","Fc","Calculated data"
"FBS","Food Balances (2010-)","153","New Caledonia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","51.14","Fc","Calculated data"
"FBS","Food Balances (2010-)","156","New Zealand","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3228","Fc","Calculated data"
"FBS","Food Balances (2010-)","156","New Zealand","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","96.45","Fc","Calculated data"
"FBS","Food Balances (2010-)","156","New Zealand","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","968","Fc","Calculated data"
"FBS","Food Balances (2010-)","156","New Zealand","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","55.63","Fc","Calculated data"
"FBS","Food Balances (2010-)","157","Nicaragua","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2620","Fc","Calculated data"
"FBS","Food Balances (2010-)","157","Nicaragua","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","65.87","Fc","Calculated data"
"FBS","Food Balances (2010-)","157","Nicaragua","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","294","Fc","Calculated data"
"FBS","Food Balances (2010-)","157","Nicaragua","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","19","Fc","Calculated data"
"FBS","Food Balances (2010-)","158","Niger","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2623","Fc","Calculated data"
"FBS","Food Balances (2010-)","158","Niger","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","84.82","Fc","Calculated data"
"FBS","Food Balances (2010-)","158","Niger","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","154","Fc","Calculated data"
"FBS","Food Balances (2010-)","158","Niger","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","10.41","Fc","Calculated data"
"FBS","Food Balances (2010-)","159","Nigeria","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2565","Fc","Calculated data"
"FBS","Food Balances (2010-)","159","Nigeria","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","58.13","Fc","Calculated data"
"FBS","Food Balances (2010-)","159","Nigeria","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","78","Fc","Calculated data"
"FBS","Food Balances (2010-)","159","Nigeria","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","7.01","Fc","Calculated data"
"FBS","Food Balances (2010-)","154","North Macedonia","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3095","Fc","Calculated data"
"FBS","Food Balances (2010-)","154","North Macedonia","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","84.27","Fc","Calculated data"
"FBS","Food Balances (2010-)","154","North Macedonia","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","586","Fc","Calculated data"
"FBS","Food Balances (2010-)","154","North Macedonia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","36.81","Fc","Calculated data"
"FBS","Food Balances (2010-)","162","Norway","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3449","Fc","Calculated data"
"FBS","Food Balances (2010-)","162","Norway","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","116.28","Fc","Calculated data"
"FBS","Food Balances (2010-)","162","Norway","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","1100","Fc","Calculated data"
"FBS","Food Balances (2010-)","162","Norway","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","64.41","Fc","Calculated data"
"FBS","Food Balances (2010-)","221","Oman","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2951","Fc","Calculated data"
"FBS","Food Balances (2010-)","221","Oman","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","84.67","Fc","Calculated data"
"FBS","Food Balances (2010-)","221","Oman","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","582","Fc","Calculated data"
"FBS","Food Balances (2010-)","221","Oman","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","40.94","Fc","Calculated data"
"FBS","Food Balances (2010-)","165","Pakistan","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2483","Fc","Calculated data"
"FBS","Food Balances (2010-)","165","Pakistan","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","66.04","Fc","Calculated data"
"FBS","Food Balances (2010-)","165","Pakistan","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","571","Fc","Calculated data"
"FBS","Food Balances (2010-)","165","Pakistan","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","28.82","Fc","Calculated data"
"FBS","Food Balances (2010-)","166","Panama","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2977","Fc","Calculated data"
"FBS","Food Balances (2010-)","166","Panama","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","87.87","Fc","Calculated data"
"FBS","Food Balances (2010-)","166","Panama","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","702","Fc","Calculated data"
"FBS","Food Balances (2010-)","166","Panama","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","48.46","Fc","Calculated data"
"FBS","Food Balances (2010-)","168","Papua New Guinea","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2244","Fc","Calculated data"
"FBS","Food Balances (2010-)","168","Papua New Guinea","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","64.31","Fc","Calculated data"
"FBS","Food Balances (2010-)","168","Papua New Guinea","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","330","Fc","Calculated data"
"FBS","Food Balances (2010-)","168","Papua New Guinea","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","35.91","Fc","Calculated data"
"FBS","Food Balances (2010-)","169","Paraguay","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2770","Fc","Calculated data"
"FBS","Food Balances (2010-)","169","Paraguay","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","70.05","Fc","Calculated data"
"FBS","Food Balances (2010-)","169","Paraguay","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","367","Fc","Calculated data"
"FBS","Food Balances (2010-)","169","Paraguay","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","26.7","Fc","Calculated data"
"FBS","Food Balances (2010-)","170","Peru","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2786","Fc","Calculated data"
"FBS","Food Balances (2010-)","170","Peru","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","88.55","Fc","Calculated data"
"FBS","Food Balances (2010-)","170","Peru","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","459","Fc","Calculated data"
"FBS","Food Balances (2010-)","170","Peru","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","42.94","Fc","Calculated data"
"FBS","Food Balances (2010-)","171","Philippines","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2809","Fc","Calculated data"
"FBS","Food Balances (2010-)","171","Philippines","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","65.26","Fc","Calculated data"
"FBS","Food Balances (2010-)","171","Philippines","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","417","Fc","Calculated data"
"FBS","Food Balances (2010-)","171","Philippines","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","26.25","Fc","Calculated data"
"FBS","Food Balances (2010-)","173","Poland","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3508","Fc","Calculated data"
"FBS","Food Balances (2010-)","173","Poland","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","104.96","Fc","Calculated data"
"FBS","Food Balances (2010-)","173","Poland","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","1007","Fc","Calculated data"
"FBS","Food Balances (2010-)","173","Poland","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","56.9","Fc","Calculated data"
"FBS","Food Balances (2010-)","174","Portugal","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3458","Fc","Calculated data"
"FBS","Food Balances (2010-)","174","Portugal","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","117.74","Fc","Calculated data"
