Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","50","Cyprus","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","686","Fc","Calculated data"
"FBS","Food Balances (2010-)","50","Cyprus","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","46.4","Fc","Calculated data"
"FBS","Food Balances (2010-)","167","Czechia","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3286","Fc","Calculated data"
"FBS","Food Balances (2010-)","167","Czechia","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","86.77","Fc","Calculated data"
"FBS","Food Balances (2010-)","167","Czechia","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","945","Fc","Calculated data"
"FBS","Food Balances (2010-)","167","Czechia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","52.09","Fc","Calculated data"
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2097","Fc","Calculated data"
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","55.02","Fc","Calculated data"
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","132","Fc","Calculated data"
"FBS","Food Balances (2010-)","116","Democratic People's Republic of Korea","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","10.21","Fc","Calculated data"
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","1913","Fc","Calculated data"
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","25.91","Fc","Calculated data"
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","29","Fc","Calculated data"
"FBS","Food Balances (2010-)","250","Democratic Republic of the Congo","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","3.21","Fc","Calculated data"
"FBS","Food Balances (2010-)","54","Denmark","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3421","Fc","Calculated data"
"FBS","Food Balances (2010-)","54","Denmark","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","115.38","Fc","Calculated data"
"FBS","Food Balances (2010-)","54","Denmark","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","1244","Fc","Calculated data"
"FBS","Food Balances (2010-)","54","Denmark","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","76.72","Fc","Calculated data"
"FBS","Food Balances (2010-)","72","Djibouti","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2795","Fc","Calculated data"
"FBS","Food Balances (2010-)","72","Djibouti","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","65.93","Fc","Calculated data"
"FBS","Food Balances (2010-)","72","Djibouti","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","201","Fc","Calculated data"
"FBS","Food Balances (2010-)","72","Djibouti","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","13.01","Fc","Calculated data"
"FBS","Food Balances (2010-)","55","Dominica","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2929","Fc","Calculated data"
"FBS","Food Balances (2010-)","55","Dominica","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","81.47","Fc","Calculated data"
"FBS","Food Balances (2010-)","55","Dominica","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","656","Fc","Calculated data"
"FBS","Food Balances (2010-)","55","Dominica","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","45.06","Fc","Calculated data"
"FBS","Food Balances (2010-)","56","Dominican Republic","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2970","Fc","Calculated data"
"FBS","Food Balances (2010-)","56","Dominican Republic","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","69.79","Fc","Calculated data"
"FBS","Food Balances (2010-)","56","Dominican Republic","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","506","Fc","Calculated data"
"FBS","Food Balances (2010-)","56","Dominican Republic","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","35.03","Fc","Calculated data"
"FBS","Food Balances (2010-)","58","Ecuador","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2563","Fc","Calculated data"
"FBS","Food Balances (2010-)","58","Ecuador","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","64.09","Fc","Calculated data"
"FBS","Food Balances (2010-)","58","Ecuador","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","570","Fc","Calculated data"
"FBS","Food Balances (2010-)","58","Ecuador","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","32.68","Fc","Calculated data"
"FBS","Food Balances (2010-)","59","Egypt","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3307","Fc","Calculated data"
"FBS","Food Balances (2010-)","59","Egypt","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","95.52","Fc","Calculated data"
"FBS","Food Balances (2010-)","59","Egypt","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","267","Fc","Calculated data"
"FBS","Food Balances (2010-)","59","Egypt","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","23.68","Fc","Calculated data"
"FBS","Food Balances (2010-)","60","El Salvador","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2739","Fc","Calculated data"
"FBS","Food Balances (2010-)","60","El Salvador","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","77.77","Fc","Calculated data"
"FBS","Food Balances (2010-)","60","El Salvador","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","431","Fc","Calculated data"
"FBS","Food Balances (2010-)","60","El Salvador","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","27.44","Fc","Calculated data"
"FBS","Food Balances (2010-)","63","Estonia","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3167","Fc","Calculated data"
"FBS","Food Balances (2010-)","63","Estonia","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","102.35","Fc","Calculated data"
"FBS","Food Balances (2010-)","63","Estonia","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","1106","Fc","Calculated data"
"FBS","Food Balances (2010-)","63","Estonia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","64.92","Fc","Calculated data"
"FBS","Food Balances (2010-)","209","Eswatini","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2544","Fc","Calculated data"
"FBS","Food Balances (2010-)","209","Eswatini","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","60.03","Fc","Calculated data"
"FBS","Food Balances (2010-)","209","Eswatini","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","274","Fc","Calculated data"
"FBS","Food Balances (2010-)","209","Eswatini","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","18.2","Fc","Calculated data"
"FBS","Food Balances (2010-)","238","Ethiopia","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2439","Fc","Calculated data"
"FBS","Food Balances (2010-)","238","Ethiopia","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","70.55","Fc","Calculated data"
"FBS","Food Balances (2010-)","238","Ethiopia","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","101","Fc","Calculated data"
"FBS","Food Balances (2010-)","238","Ethiopia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","6.4","Fc","Calculated data"
"FBS","Food Balances (2010-)","66","Fiji","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2859","Fc","Calculated data"
"FBS","Food Balances (2010-)","66","Fiji","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","77.9","Fc","Calculated data"
"FBS","Food Balances (2010-)","66","Fiji","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","517","Fc","Calculated data"
"FBS","Food Balances (2010-)","66","Fiji","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","36.24","Fc","Calculated data"
"FBS","Food Balances (2010-)","67","Finland","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3320","Fc","Calculated data"
"FBS","Food Balances (2010-)","67","Finland","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","117.47","Fc","Calculated data"
"FBS","Food Balances (2010-)","67","Finland","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","1277","Fc","Calculated data"
"FBS","Food Balances (2010-)","67","Finland","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","73.01","Fc","Calculated data"
"FBS","Food Balances (2010-)","68","France","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3532","Fc","Calculated data"
"FBS","Food Balances (2010-)","68","France","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","109.73","Fc","Calculated data"
"FBS","Food Balances (2010-)","68","France","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","1117","Fc","Calculated data"
"FBS","Food Balances (2010-)","68","France","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","64.53","Fc","Calculated data"
"FBS","Food Balances (2010-)","70","French Polynesia","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2921","Fc","Calculated data"
"FBS","Food Balances (2010-)","70","French Polynesia","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","95.58","Fc","Calculated data"
"FBS","Food Balances (2010-)","70","French Polynesia","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","822","Fc","Calculated data"
"FBS","Food Balances (2010-)","70","French Polynesia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","61.75","Fc","Calculated data"
"FBS","Food Balances (2010-)","74","Gabon","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2633","Fc","Calculated data"
"FBS","Food Balances (2010-)","74","Gabon","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","78.93","Fc","Calculated data"
"FBS","Food Balances (2010-)","74","Gabon","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","366","Fc","Calculated data"
"FBS","Food Balances (2010-)","74","Gabon","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","37.59","Fc","Calculated data"
"FBS","Food Balances (2010-)","75","Gambia","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2483","Fc","Calculated data"
"FBS","Food Balances (2010-)","75","Gambia","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","62.82","Fc","Calculated data"
"FBS","Food Balances (2010-)","75","Gambia","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","199","Fc","Calculated data"
"FBS","Food Balances (2010-)","75","Gambia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","18.45","Fc","Calculated data"
"FBS","Food Balances (2010-)","73","Georgia","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2860","Fc","Calculated data"
"FBS","Food Balances (2010-)","73","Georgia","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","79.11","Fc","Calculated data"
"FBS","Food Balances (2010-)","73","Georgia","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","562","Fc","Calculated data"
"FBS","Food Balances (2010-)","73","Georgia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","33.46","Fc","Calculated data"
"FBS","Food Balances (2010-)","79","Germany","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3559","Fc","Calculated data"
"FBS","Food Balances (2010-)","79","Germany","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","104.24","Fc","Calculated data"
"FBS","Food Balances (2010-)","79","Germany","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","1057","Fc","Calculated data"
"FBS","Food Balances (2010-)","79","Germany","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","62.7","Fc","Calculated data"
"FBS","Food Balances (2010-)","81","Ghana","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3114","Fc","Calculated data"
"FBS","Food Balances (2010-)","81","Ghana","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","61.76","Fc","Calculated data"
"FBS","Food Balances (2010-)","81","Ghana","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","124","Fc","Calculated data"
"FBS","Food Balances (2010-)","81","Ghana","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","14.61","Fc","Calculated data"
"FBS","Food Balances (2010-)","84","Greece","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3396","Fc","Calculated data"
"FBS","Food Balances (2010-)","84","Greece","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","107.35","Fc","Calculated data"
"FBS","Food Balances (2010-)","84","Greece","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","843","Fc","Calculated data"
"FBS","Food Balances (2010-)","84","Greece","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","62.51","Fc","Calculated data"
"FBS","Food Balances (2010-)","86","Grenada","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2479","Fc","Calculated data"
"FBS","Food Balances (2010-)","86","Grenada","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","72.51","Fc","Calculated data"
"FBS","Food Balances (2010-)","86","Grenada","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","595","Fc","Calculated data"
"FBS","Food Balances (2010-)","86","Grenada","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","42.52","Fc","Calculated data"
"FBS","Food Balances (2010-)","89","Guatemala","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2556","Fc","Calculated data"
"FBS","Food Balances (2010-)","89","Guatemala","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","69.69","Fc","Calculated data"
"FBS","Food Balances (2010-)","89","Guatemala","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","285","Fc","Calculated data"
"FBS","Food Balances (2010-)","89","Guatemala","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","21.82","Fc","Calculated data"
"FBS","Food Balances (2010-)","90","Guinea","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2849","Fc","Calculated data"
"FBS","Food Balances (2010-)","90","Guinea","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","57.49","Fc","Calculated data"
"FBS","Food Balances (2010-)","90","Guinea","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","141","Fc","Calculated data"
"FBS","Food Balances (2010-)","90","Guinea","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","11.85","Fc","Calculated data"
"FBS","Food Balances (2010-)","175","Guinea-Bissau","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2230","Fc","Calculated data"
"FBS","Food Balances (2010-)","175","Guinea-Bissau","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","43.28","Fc","Calculated data"
"FBS","Food Balances (2010-)","175","Guinea-Bissau","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","146","Fc","Calculated data"
"FBS","Food Balances (2010-)","175","Guinea-Bissau","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","8.4","Fc","Calculated data"
"FBS","Food Balances (2010-)","91","Guyana","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2940","Fc","Calculated data"
"FBS","Food Balances (2010-)","91","Guyana","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","87.15","Fc","Calculated data"
"FBS","Food Balances (2010-)","91","Guyana","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","537","Fc","Calculated data"
"FBS","Food Balances (2010-)","91","Guyana","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","37.99","Fc","Calculated data"
"FBS","Food Balances (2010-)","93","Haiti","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2159","Fc","Calculated data"
"FBS","Food Balances (2010-)","93","Haiti","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","47.65","Fc","Calculated data"
"FBS","Food Balances (2010-)","93","Haiti","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","169","Fc","Calculated data"
"FBS","Food Balances (2010-)","93","Haiti","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","10.94","Fc","Calculated data"
"FBS","Food Balances (2010-)","95","Honduras","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2678","Fc","Calculated data"
"FBS","Food Balances (2010-)","95","Honduras","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","62.28","Fc","Calculated data"
"FBS","Food Balances (2010-)","95","Honduras","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","326","Fc","Calculated data"
"FBS","Food Balances (2010-)","95","Honduras","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","21.3","Fc","Calculated data"
"FBS","Food Balances (2010-)","97","Hungary","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3391","Fc","Calculated data"
"FBS","Food Balances (2010-)","97","Hungary","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","89.48","Fc","Calculated data"
"FBS","Food Balances (2010-)","97","Hungary","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","1107","Fc","Calculated data"
"FBS","Food Balances (2010-)","97","Hungary","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","50.26","Fc","Calculated data"
"FBS","Food Balances (2010-)","99","Iceland","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3637","Fc","Calculated data"
"FBS","Food Balances (2010-)","99","Iceland","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","143.94","Fc","Calculated data"
"FBS","Food Balances (2010-)","99","Iceland","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","1663","Fc","Calculated data"
"FBS","Food Balances (2010-)","99","Iceland","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","104.63","Fc","Calculated data"
"FBS","Food Balances (2010-)","100","India","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2581","Fc","Calculated data"
"FBS","Food Balances (2010-)","100","India","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","64.87","Fc","Calculated data"
"FBS","Food Balances (2010-)","100","India","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","298","Fc","Calculated data"
"FBS","Food Balances (2010-)","100","India","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","15.44","Fc","Calculated data"
"FBS","Food Balances (2010-)","101","Indonesia","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2879","Fc","Calculated data"
"FBS","Food Balances (2010-)","101","Indonesia","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","67.54","Fc","Calculated data"
"FBS","Food Balances (2010-)","101","Indonesia","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","226","Fc","Calculated data"
"FBS","Food Balances (2010-)","101","Indonesia","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","24.54","Fc","Calculated data"
"FBS","Food Balances (2010-)","102","Iran (Islamic Republic of)","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3005","Fc","Calculated data"
"FBS","Food Balances (2010-)","102","Iran (Islamic Republic of)","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","83.12","Fc","Calculated data"
"FBS","Food Balances (2010-)","102","Iran (Islamic Republic of)","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","340","Fc","Calculated data"
"FBS","Food Balances (2010-)","102","Iran (Islamic Republic of)","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","25.02","Fc","Calculated data"
"FBS","Food Balances (2010-)","103","Iraq","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2615","Fc","Calculated data"
"FBS","Food Balances (2010-)","103","Iraq","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","64.77","Fc","Calculated data"
"FBS","Food Balances (2010-)","103","Iraq","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","193","Fc","Calculated data"
"FBS","Food Balances (2010-)","103","Iraq","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","12.48","Fc","Calculated data"
"FBS","Food Balances (2010-)","104","Ireland","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3811","Fc","Calculated data"
"FBS","Food Balances (2010-)","104","Ireland","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","111.05","Fc","Calculated data"
"FBS","Food Balances (2010-)","104","Ireland","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","1010","Fc","Calculated data"
"FBS","Food Balances (2010-)","104","Ireland","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","63.35","Fc","Calculated data"
"FBS","Food Balances (2010-)","105","Israel","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3558","Fc","Calculated data"
"FBS","Food Balances (2010-)","105","Israel","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","126.1","Fc","Calculated data"
"FBS","Food Balances (2010-)","105","Israel","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","853","Fc","Calculated data"
"FBS","Food Balances (2010-)","105","Israel","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","76.37","Fc","Calculated data"
"FBS","Food Balances (2010-)","106","Italy","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3505","Fc","Calculated data"
"FBS","Food Balances (2010-)","106","Italy","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","104.54","Fc","Calculated data"
"FBS","Food Balances (2010-)","106","Italy","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","842","Fc","Calculated data"
"FBS","Food Balances (2010-)","106","Italy","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","55.6","Fc","Calculated data"
"FBS","Food Balances (2010-)","109","Jamaica","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2770","Fc","Calculated data"
"FBS","Food Balances (2010-)","109","Jamaica","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","77.09","Fc","Calculated data"
"FBS","Food Balances (2010-)","109","Jamaica","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","528","Fc","Calculated data"
"FBS","Food Balances (2010-)","109","Jamaica","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","38.28","Fc","Calculated data"
"FBS","Food Balances (2010-)","110","Japan","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2691","Fc","Calculated data"
"FBS","Food Balances (2010-)","110","Japan","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","88.02","Fc","Calculated data"
"FBS","Food Balances (2010-)","110","Japan","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","569","Fc","Calculated data"
"FBS","Food Balances (2010-)","110","Japan","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","49.17","Fc","Calculated data"
"FBS","Food Balances (2010-)","112","Jordan","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2529","Fc","Calculated data"
"FBS","Food Balances (2010-)","112","Jordan","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","63.72","Fc","Calculated data"
"FBS","Food Balances (2010-)","112","Jordan","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","366","Fc","Calculated data"
"FBS","Food Balances (2010-)","112","Jordan","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","25.15","Fc","Calculated data"
"FBS","Food Balances (2010-)","108","Kazakhstan","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","3331","Fc","Calculated data"
"FBS","Food Balances (2010-)","108","Kazakhstan","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","104.1","Fc","Calculated data"
"FBS","Food Balances (2010-)","108","Kazakhstan","664","Food supply (kcal/capita/day)","2941","Animal Products","2019","2019","kcal/capita/day","918","Fc","Calculated data"
"FBS","Food Balances (2010-)","108","Kazakhstan","674","Protein supply quantity (g/capita/day)","2941","Animal Products","2019","2019","g/capita/day","56.88","Fc","Calculated data"
"FBS","Food Balances (2010-)","114","Kenya","664","Food supply (kcal/capita/day)","2901","Grand Total","2019","2019","kcal/capita/day","2205","Fc","Calculated data"
"FBS","Food Balances (2010-)","114","Kenya","674","Protein supply quantity (g/capita/day)","2901","Grand Total","2019","2019","g/capita/day","61.19","Fc","Calculated data"
