Country Name;Region;World Rank;Region Rank;2022 Score;Property Rights;Judical Effectiveness;Government Integrity;Tax Burden;Gov't Spending;Fiscal Health;Business Freedom;Labor Freedom;Monetary Freedom;Trade Freedom;Investment Freedom ;Financial Freedom;Tariff Rate (%);Income Tax Rate (%);Corporate Tax Rate (%);Tax Burden % of GDP;Gov't Expenditure % of GDP ;Population (Millions);GDP (Billions, PPP);GDP Growth Rate (%);5 Year GDP Growth Rate (%);GDP per Capita (PPP);Unemployment (%);Inflation (%);FDI Inflow (Millions);Public Debt (% of GDP)
Cameroon;Sub-Saharan Africa;136;27;52.9;39.1;10.9;19.8873886321471;74.7;90.1;78.7;60.4;46.3987279632988;79.9;55.2;30;50;14.9;35;33;14.6;18.1643333333333;26.545864;96.798;-2.769;2.669;3646.457;3.62;2.801;488;43.17
Canada;Americas;15;1;76.6;89.5;96.4;86.6514673159273;75.7;39.6;62.8;78.8;68.6759352456279;78.2;83.2;80;80;3.4;33;15;33.45;44.883;38.005238;1850.066;-5.403;0.5858;48720.435;9.48;0.717;23823;117.842
Cabo Verde;Sub-Saharan Africa;49;2;66.7;66.1;77.4;60.86283972492;77.5;68.1;48.3;59.8;52.3735376853293;84.4;66;80;60;12;35;24;21.2;32.5856666666667;0.555988;3.577;-14.029;0.9156;6424.051;13.41;0.605;73;139.041
Central African Republic;Sub-Saharan Africa;168;43;45.7;7.1;12.3;18.3450432346022;65.3;88.1;95.2;26.5;39.5473107471065;75.3;46.2;45;30;16.9;50;30;8.6;19.886;4.829764;4.731;-0.015;3.2106;979.403;4.33;2.304;35;44.932
Chad;Sub-Saharan Africa;146;34;49.8;28.9;13.6;13.0577052738173;44.6;92.7;96.3;28.2;54.4766659472671;74.2;52;60;40;14;60;45;13.3;15.5546666666667;16.425859;26.462;-0.887;-0.7124;1611.004;2.26;3.482;558;43.003
Chile;Americas;20;2;74.4;73;91.4;71.3832572320027;72.4;78.1;75.3;76.2;57.975527469485;79.4;78;70;70;6;40;27;20.66;27.0153333333333;19.116209;454.668;-5.841;0.355;23366.265;11.51;3.044;8386;32.542
China;Asia-Pacific;158;35;48;43.7;37.4;39.2705584273982;71.2;64.2;11.1;68.8;57.1935428259399;70;73.2;20;20;3.4;45;25;15.19;34.523;1402.112;24142.83;2.27;5.7268;17191.694;5;2.39;149342;66.826
Colombia;Americas;60;12;65.1;50.9;59.1;42.0233345539637;71.3;66;56.7;68.8;60.7297449975601;79.3;76.4;80;70;6.8;39;31;19.68;33.652;50.882884;728.767;-6.847;0.4888;14323.895;15.44;2.522;7690;62.787
Comoros;Sub-Saharan Africa;143;33;50.4;28.9;21.2;20.1077404474605;63;88.5;96.2;48.3;55.519415376938;81.5;27;45;30;26.5;30;50;17.4;19.548;0.869595;2.735;-0.503;2.5272;3048.01;8.43;1.088;9;26.807
Congo, Democratic Republic of the Congo;Sub-Saharan Africa;160;40;47.6;14.8;13.2;11.8153778274918;74.4;95.7;97.4;28.3;53.9607419262119;63.7;68;30;20;8.5;40;30;7.5;11.9473333333333;89.561404;100.452;-0.064;3.2516;1106.371;4.55;11.349;1647;15.156
Congo, Republic of;Sub-Saharan Africa;155;37;48.5;30.4;14.9;13.36182475815;82.4;86;80;29.5;43.3348988963413;80.5;56.4;35;30;11.8;30;28;8.5;21.585;5.518092;19.605;-7.813;-5.9876;4187.539;10.27;2.386;4016;101.682
Costa Rica;Americas;55;10;65.4;66.4;78.4;63.1380545828702;79.2;86.6;10.9;66;56.5896807085058;83.1;74.6;70;50;5.2;25;30;23.6;21.121;5.094114;102.517;-4.796;1.558;19990.085;17.08;0.724;1711;68.347
Côte d'Ivoire;Sub-Saharan Africa;76;4;61.6;45.4;30;33.8260385161969;79.1;89.7;73.8;61;55.9221048587343;71.3;73.6;75;50;8.2;36;25;13.1;18.553;26.378275;144.631;2.277;5.9892;5365.105;3.5;2.5;509;45.707
Croatia;Europe;45;27;67.6;81.1;69.9;50.018559443999;82.8;26.3;75.2;72.4;58.6803143778491;80.5;79.2;75;60;2.9;30;18;22.2;49.5603333333333;4.0472;112.123;-9;0.721;27717.422;7.2;0.258;1304;87.207
Cuba;Americas;175;31;29.5;31.5;15.6;39.8935742916871;48.4;0;11.4;41.1;20;61.8;64;10;10;8;50;30;42;65.9;11.326616;142.6;-11;-1.4;$12 600;3.87;n/a;n/a;69.4
Cyprus;Europe;23;16;72.9;85.6;90.9;62.8566546904956;80.3;44.3;71.2;74.9;66.3745809011439;83.9;79.2;75;60;2.9;35;12.5;24.2;43.107;1.207361;35.531;-5.106;2.961;40107.126;7.21;-1.097;-3647;118.201
Czech Republic;Europe;21;14;74.4;88.8;81.8;59.6092249852513;78.9;44.7;93.2;80.6;56.496677859489;79;79.2;70;80;2.9;23;19;34.93;42.935;10.698896;434.364;-5.556;1.5326;40618.05;2.94;3.161;6293;37.57
Denmark;Europe;10;7;78;98.6;89.6;99.4631122394688;42.3;21.1;96.2;89;64.3828417787064;85.7;79.2;90;80;2.9;56;22;46.34;51.2733333333333;5.831404;343.152;-3.287;1.5614;58932.766;5.66;0.333;1151;43.42
Djibouti;Sub-Saharan Africa;120;21;55.3;33.1;28.3;24.5117905560592;80;83.3;92.1;48.6;50.659450701597;69.5;43.2;60;50;20.9;30;25;21.8;23.5836666666667;0.988002;5.649;-1;5.398;5096.106;11.57;2.878;240;42.236
Dominica;Americas;125;24;54.4;68.1;81.6;56.2341417708814;71.6;8.5;1.1;55.8;58.9789138406658;84.9;55.6;70;40;14.7;35;25;31.5;55.24;0.071991;0.829;-10.445;-1.8708;11072.815;N/A;-0.295;25;97.102
Dominican Republic;Americas;71;16;63;54;55.9;30.8143909192663;84.6;89.9;66.8;68.1;52.9095443866889;73.5;69;70;40;8;25;27;13.5;18.345;10.847904;194.555;-6.731;3.326;18608.133;8.9;3.783;2554;69.405
Ecuador;Americas;126;25;54.3;31.4;47.3;37.1988344117368;77.5;59.7;63.1;60.3;57.2783201671232;81.5;61;35;40;9.5;35;25;20.1;36.653;17.64306;192.77;-7.5;-1.0114;11008.713;6.23;-0.339;1017;64.582
Egypt;Middle East and North Africa;152;11;49.1;39;22.1;28.7312532414528;87.1;75.7;3.7;54.1;32.8909990558092;70.9;60.2;65;50;12.4;22.5;22.5;16.7;28.4826666666667;102.334403;1290.221;3.57;4.5732;12789.913;10.45;5.7;5852;90.186
El Salvador;Americas;90;18;59.6;43.2;46.8;36.1268659057009;77.7;74.7;50.3;65;54.5797169801201;76.8;69.4;60;60;7.8;30;30;20.8;29.0566666666667;6.486201;54.621;-8.58;0.206;8421.511;6.98;0.214;200;88.204
Equatorial Guinea;Sub-Saharan Africa;163;41;47.2;18.9;6.9;6.46453089244851;75.1;91;94.8;34.4;46.4939659835564;73;48.8;40;30;15.6;35;35;6.3;17.3443333333333;1.402985;25.015;-5.778;-6.4368;17788.365;9.15;4.798;530;51.079
Eritrea;Sub-Saharan Africa;171;44;39.7;8.6;3.9;11.1047049703132;72.7;68.6;79;30.1;51.2427761700214;61.5;69.2;0;20;5.4;30;30;30.5;32.3733333333333;3.55;6.456;-0.627;2.7234;1820.706;7.44;4.914;74;184.701
Estonia;Europe;7;4;80;91.5;92.3;83.8507635174424;81.1;48.4;93.3;86.9;61.0564883789472;82.8;79.2;90;70;2.9;20;20;33.07;41.4903333333333;1.331057;50.162;-2.932;3.0212;37745.14;6.46;-0.634;3156;18.498
Eswatini;Sub-Saharan Africa;141;31;51.4;46.1;36.9;32.1058448594201;78.6;63.9;15.6;48.9;54.8075567726967;77.9;71.8;50;40;9.1;33;27.5;17.2;34.706;1.160164;10.094;-3.342;0.8804;8956.868;23.4;3.872;41;47.075
Ethiopia;Sub-Saharan Africa;150;35;49.6;38.1;20.5;33.1825707741454;78.3;93;81.6;42.7;38.8315698319321;57.7;61.4;30;20;11.8;35;30;6.7;15.307;114.963583;282.612;6.057;8.2014;2908.295;2.79;20.354;2395;55.263
Fiji;Asia-Pacific;111;23;56.4;53.2;43.4;54.3021816119523;86.8;69.6;9.1;58.8;65.9667453702797;74.9;55.2;55;50;14.9;20;20;22.7;31.833;0.896444;10.406;-19;-1.5666;11566.584;4.79;-2.6;241;73.657
Finland;Europe;9;6;78.3;100;97.8;96.3648276489595;68.4;10.7;83.2;88.7;65.0602133530113;84.9;79.2;85;80;2.9;31.25;20;42.19;54.563;5.530719;275.454;-2.893;1.1388;49853.326;7.83;0.383;2575;67.098
France;Europe;52;31;65.9;93.8;85.5;75.891664683386;52.1;0.5;39.1;81.9;58.8004362865589;79.1;79.2;75;70;2.9;45;26.5;45.4;57.5933333333333;67.391582;2999.732;-8.232;-0.2986;46061.96;8.62;0.525;17932;113.461
Gabon;Sub-Saharan Africa;115;19;55.8;26.8;18.6;24.4193869241218;77.4;90.2;89.5;49.9;53.981933697037;81.5;56.8;60;40;14.1;35;30;11.5;18.0996666666667;2.225728;33.661;-1.757;1.1178;15970.052;20.47;1.335;1717;72.504
Gambia;Sub-Saharan Africa;102;14;58;47.6;37.2;38.1299359665427;79.3;84.1;68.9;50.5;47.3194927403393;64.1;63.8;65;50;13.1;35;27;10.8;23.001;2.416664;5.505;0;4.0116;2275.495;9.64;5.931;46;75.827
Georgia;Europe;26;18;71.8;63.8;56.4;64.4120880600527;89.1;72.7;67.1;74.1;61.9258467040619;76;86.6;80;70;1.7;20;15;22.22;30.168;3.714;55.25;-6.1;2.2996;14917.601;12.05;5.202;617;60.621
Germany;Europe;16;11;76.1;95.7;95.3;89.4298492142141;59.9;34.5;90.4;87.2;52.2835944741019;79.5;79.2;80;70;2.9;47.5;15.8;38.81;46.7193333333333;83.240525;4496.784;-4.903;0.3508;54075.675;4.31;0.371;35651;68.926
Ghana;Sub-Saharan Africa;89;9;59.8;60.7;57;45.4255099554846;82.8;83.8;7.8;60.9;55.3640312007907;70.8;63;70;60;11;30;25;14.1;23.2416666666667;31.072945;175.212;0.88;5.0428;5692.643;4.53;9.885;1877;78.009
Greece;Europe;77;38;61.5;76;69.9;52.3321198133784;59.9;17.9;67.6;70.3;61.1236100094827;78.6;79.2;55;50;2.9;44;24;38.71;52.3073333333333;10.715549;307.909;-8.248;-0.8082;28748.181;16.85;-1.262;3572;213.101
Guatemala;Americas;69;15;63.2;39.8;36.9;26.5293315837556;91.5;94;83.3;62.1;50.2696225597946;79.3;75;70;50;5;7;25;13.1;14.095;16.858333;149.026;-1.5;2.2524;8292.577;4.65;2.437;915;31.742
Guinea;Sub-Saharan Africa;129;25;54.2;21.4;27.8;25.6151691104656;69.3;92.8;92;45.4;49.5363799702463;69.7;66.4;50;40;9.3;40;35;15.6;15.5396666666667;13.132792;36.373;5.225;7.6434;2604.139;4.35;10.602;325;41.379
Guinea-Bissau;Sub-Saharan Africa;166;42;46;29.1;14;15.8798670716448;88.8;85.8;31.3;31.5;56.4134676703513;83.4;55.8;30;30;12.1;20;25;9.5;21.764;1.967998;4.261;-2.4;3.1108;2347.589;3.16;1.463;20;78.066
Guyana;Americas;91;19;59.5;46.9;47.4;41.5396436564498;67.5;74.8;67.4;63.1;67.3018187993087;83.3;69.4;55;30;5.3;33.3;40;23.2;28.961;0.786559;15.49;43.384;12.1438;19683.729;15.82;0.722;1834;43.889
Haiti;Americas;145;28;50;24.1;18.6;14.2503588553972;81.5;97;94.8;33.5;54.7276486909619;56.2;65.4;30;30;7.3;30;30;7.4;10.0746666666667;11.402533;33.244;-3.7;0.0590000000000001;2915.518;14.5;22.945;30;25.134
Honduras;Americas;92;20;59.5;40.3;29;25.4118008716675;82.7;78.7;92.1;56.9;39.1136668889488;72.7;71.6;65;60;6.7;25;25;21.9;26.627;9.904608;54.18;-8;1.4168;5449.575;9.39;3.468;419;48.882
Hungary;Europe;48;29;66.9;75.8;62.2;44.3580961130729;84.1;31.6;58.4;77.2;61.1663493196513;78.5;79.2;80;70;2.9;15;9;35.77;47.739;9.749763;322.698;-4.962;2.2956;33029.517;4.35;3.319;4169;81.195
Iceland;Europe;13;9;77;97.1;94.8;85.2690872630719;72.9;36.8;76.1;83.3;67.3956790840358;79.3;81;80;70;2;31.8;20;36.08;45.89;0.366425;20.379;-6.649;2.2268;55965.786;5.01;2.851;-811;79.867
India;Asia-Pacific;131;27;53.9;49.9;51.5;42.4269370994584;79.5;76.2;4;63.9;58.165605467644;70;71;40;40;7;30.9;32.4;6.81;28.1563333333333;1380.004385;8907.116;-7.965;3.5322;6461.009;7.11;6.195;64062;89.559
Indonesia;Asia-Pacific;63;10;64.4;38.6;43.2;39.8830541358273;85.3;91.2;80.1;66.6;59.2886066586148;80.3;78.6;50;60;5.7;30;22;9.47;17.082;273.523621;3302.41;-2.07;3.645;12221.919;4.11;2.033;18581;36.621
Iran;Middle East and North Africa;170;14;42.4;26.6;29.4;19.814115656284;80.8;92.5;54.7;38.9;49.4076394957263;42.3;59.2;5;10;12.9;35;25;8.4;15.7993333333333;83.992953;1100.09;1.516;1.1714;13073.18;10.96;36.5;1342;42.768
Iraq;Middle East and North Africa;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;15;35;1.4;40.3;40.222503;401.443;-10.885;1.241;10002.965;13.74;0.573;-2896;81.153
Ireland;Europe;3;2;82;92.6;93;80.7267957697107;76.5;79.9;89;87.2;60.9450066179492;85.2;79.2;90;70;2.9;41;12.5;22.66;25.8613333333333;4.994724;471.357;2.475;5.7528;94391.533;5.92;-0.459;33424;59.801
Israel;Middle East and North Africa;43;2;68;83.2;85;65.1695242875675;60.4;48.4;23.1;81.1;56.4539200554625;84.8;78.8;80;70;3.1;50;23;30.47;41.4863333333333;9.2169;373.689;-2.377;2.3918;40547.288;4.61;-0.587;24758;73.035
Italy;Europe;57;33;65.4;81.7;78.6;57.252027279559;57.7;20.6;49;73.8;70.3957010046926;86.2;79.2;80;50;2.9;43;24;42.45;51.4363333333333;59.554023;2461.673;-8.871;-0.9362;40861.285;9.31;-0.145;-388;155.562
Jamaica;Americas;46;7;67.4;65;70.6;48.9551677255902;76.6;71.6;79.4;56.5;64.6885009829731;76.2;69.2;80;50;10.4;30;25;28.6;30.753;2.961161;27.304;-10.223;-1.0498;9975.179;8.4;5.21;366;105.583
Japan;Asia-Pacific;35;6;69.9;94.6;95.3;81.389231215151;67.4;52.5;19.7;78.3;66.6234689776792;87.1;75.4;60;60;2.3;40.8;23.9;32.03;39.779;125.836021;5313.023;-4.83;-0.3144;42248.002;2.97;-0.017;10254;256.217
Jordan;Middle East and North Africa;87;5;60.1;53.7;42.6;49.467357553915;84.8;71.6;15.9;59.6;57.2277895744634;84.2;71.8;70;60;9.1;30;20;14.8;30.753;10.20314;105.206;-1.973;1.1996;10305.601;18.5;0.397;726;88.54
Kazakhstan;Asia-Pacific;64;11;64.4;55.3;34.5;37.9085846200547;92.7;86.5;93.5;64.7;62.6659722729706;69.1;75.4;50;50;4.8;10;20;15.07;21.206;18.75444;501.296;-2.598;2.2404;26564.615;6.05;6.799;3877;27.363
Kenya;Sub-Saharan Africa;138;28;52.6;40.6;39;30.9230986666639;79;82.2;10.6;56.1;56.7926376018016;75.5;56;55;50;12;30;30;17.4;24.3853333333333;53.7713;239.836;-0.127;4.4484;4925.519;2.98;5.29;717;68.687
Kiribati;Asia-Pacific;96;20;59.2;70.6;81.8;45.3720888343011;69.3;0;99.4;63.2;65.1028066140229;80.7;80;25;30;0;35;35;24.86;119.134333333333;0.119446;0.261;-0.476;2.6508;2199.787;N/A;2.482;0;17.258
Korea, North ;Asia-Pacific;177;39;3;16.3;6.5;3.77490166653077;0;0;0;5;5;0;0;0;0;N/A;N/A;N/A;N/A;N/A;25.778815;n/a;-8;-1.88;N/A;2.81;n/a;6;n/a
Korea, South;Asia-Pacific;19;5;74.6;90.5;77.1;69.1721818563258;60.4;84.5;95.3;84.8;55.6242012040991;85.2;73;60;60;8.5;49.5;27.5;27.4;22.7093333333333;51.780579;2310.43;-0.958;2.019;44620.992;4.07;0.537;9224;48.681
Kosovo;Europe;86;40;60.1;47.4;31;37.5455776571941;92.5;71.6;67.4;68;53.0972523571265;79.1;78.6;65;30;3.2;10;10;23.4;30.7476666666667;1.775378;20.375;-6;2.2088;11274.282;N/A;0.168;304.225998567079;24.414
Kuwait;Middle East and North Africa;101;7;58.3;41.9;42;43.8020395902436;97.7;4;99.7;55.4;52.706593258449;71.7;75.6;55;60;4.7;0;15;1.4;56.5556666666667;4.270563;203.259;-8.134;-1.6492;41626.899;6.79;2.102;-319;11.469
Kyrgyz Republic;Asia-Pacific;116;24;55.8;25.1;11.8;28.7584830450245;94.8;66.7;79;56.1;52.1941087027036;71.4;73.2;60;50;5.9;10;10;17.87;33.31;6.5916;32.819;-7.98;1.8046;5036.034;7.89;6.323;-331;74.264
Laos;Asia-Pacific;151;33;49.2;41.1;11.1;20.3936238187121;87.2;88.4;44;60.5;44.347638911446;71.8;66.8;35;20;9.1;24;24;11.44;19.6703333333333;7.275556;58.937;-0.435;4.876;8110.929;0.95;5.071;968;67.984
Latvia;Europe;18;13;74.8;88.5;75.1;61.105055559972;76.4;53.2;91.4;81.9;62.3968201991324;83.8;79.2;85;60;2.9;31.4;20;31.2;39.4983333333333;1.901548;60.073;-3.624;1.6102;31509.061;8.19;0.081;873;45.48
Lebanon;Middle East and North Africa;162;12;47.3;33.7;27.4;22.8384620727803;88.5;77.4;0;48.8;54.1601088884549;41.1;74.2;50;50;5.4;25;17;15.3;27.4306666666667;6.825442;78.931;-25;-6.249;11564.192;6.61;88.176;3067;154.364
Lesotho;Sub-Saharan Africa;157;38;48.1;45;44.1;42.8173777227694;77.4;4.5;27.5;44.2;58.2749541850094;75.9;62.2;55;40;11.4;35;25;20.2;56.412;2.142252;5.604;-4.543;-1.0624;2717.757;24.65;4.936;102;50.264
Liberia;Sub-Saharan Africa;159;39;47.9;32.2;23.4;25.1250096269549;86.1;68;64.6;34.8;43.169295557739;61.7;60.8;55;20;12.1;25;25;12;32.655;5.057677;7.308;-2.967;-0.6804;1556.992;3.3;16.953;87;61.767
Libya;Middle East and North Africa;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;10;20;N/A;N/A;6.871287;39.153;-59.719;5.5946;5893.257;19.39;22.256;18420;11.3
Liechtenstein;Europe;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;7;12.5;N/A;N/A;0.038137;n/a;n/a;n/a;n/a;1.9;n/a;n/a;n/a
Lithuania;Europe;17;12;75.8;88.6;74.6;66.5929051965145;84.544844;59.9;86.5;87.3;59.4742763792268;82.3;79.2;70;70;2.9;20;15;30.34;36.5616666666667;2.7947;108.555;-0.823;2.8508;38824.046;8.43;1.062;479;46.98
Luxembourg;Europe;5;3;80.6;97.4;96.4;89.473940593965;64.1;41.5;98.7;89.3;56.3283946958258;80.1;79.2;95;80;2.9;42;17;39.22;44.1493333333333;0.632275;73.882;-1.314;2.094;118001.58;6.69;0.004;62145;25.546
North Macedonia;Europe;53;32;65.7;57.4;50.2;38.7251634114348;95;67.7;69.8;74.4;54.131758924836;78.3;77.8;65;60;6.1;10;10;17.2;32.8373333333333;2.08338;34.698;-4.532;1.0906;16712.04;18.4;1.2;274;51.25
Madagascar;Sub-Saharan Africa;98;12;58.9;40.3;33.4;23.0430999936003;90.7;92.9;87.8;37.4;55.956371739851;75.9;64.8;55;50;10.1;20;20;11.4;15.3966666666667;27.691019;44.099;-4.239;2.2584;1599.044;1.92;4.188;359;43.58
Malawi;Sub-Saharan Africa;134;26;53;48.1;53;29.3640969603634;78.7;87.4;11;34;56.414999564602;71.1;67.4;50;50;8.8;30;30;18.3;20.4923333333333;19.129955;20.733;0.6;2.908;993.313;5.99;8.638;98;67.264
Malaysia;Asia-Pacific;42;8;68.1;65.6;57.6;53.9043684486996;83.8;82.9;73.4;67.1;57.0179750255122;83.6;82.2;60;50;3.9;30;24;11.95;23.8893333333333;32.365998;902.595;-5.588;2.7496;27402.241;4.55;-1.139;3483;67.502
Maldives;Asia-Pacific;161;36;47.3;47.2;32.1;43.1299255705179;96.9;55.2;0;39.8;51.5777880186801;77.2;60;35;30;12.5;0;0;17.49;38.637;0.540542;7.412;-32.243;-0.716;19608.983;7.18;-1.594;348;142.576
Mali;Sub-Saharan Africa;114;18;55.9;34;34.1;28.2761104600349;69.8;83.9;70.8;44.2;54.2170208708003;82.8;64;65;40;10.5;40;35;14.1;23.19;20.250834;47.195;-1.983;3.737;2400.817;7.5;0.627;308;44.15
Malta;Europe;27;19;71.5;87.8;89.9;55.7988515994189;69;54.6;86.2;75.5;61.7785472885311;78.5;79.2;70;50;2.9;35;35;25.5;38.8823333333333;0.525285;22.052;-7.001;3.1858;42856.402;4.09;0.787;3917;55.43
Mauritania;Sub-Saharan Africa;119;20;55.3;36.9;29.9;23.5266597477075;75.2;89.4;92.9;35.7;48.9164769594879;80.3;60.6;50;40;9.7;40;25;16;18.826;4.64966;24.195;-2.161;2.0584;5833.875;10.66;2.264;978;59.534
Mauritius;Sub-Saharan Africa;30;1;70.9;85.6;81.7;56.4643735906669;91.3;73.4;6.8;72;69.8233698567641;75.9;87.4;80;70;1.3;15;15;20.4;29.77;1.26574;25.712;-15.8;-0.2746;20292.269;7.11;2.52;246;87.779
Mexico;Americas;67;14;63.7;47.7;40.7;31.9970478492002;76;78.3;78;69.2;58.3533559359124;73;76.6;75;60;4.2;35;30;16.47;26.8726666666667;128.932753;2444.68;-8.239;-0.271;19130.104;4.71;3.399;29079;60.589
Micronesia;Asia-Pacific;82;16;61;54.3;82.2;56.757379338054;80.7;0;99.5;52.4;81.5061870813098;84.3;74.8;35;30;5.1;10;21;37.26;61.5083333333333;0.115021;0.361;-1.639;0.671;3445.598;16.2;0.484;NA;15.978
Moldova;Europe;78;39;61.3;55.9;30.7;34.6835229707409;94.1;68.1;87.2;64.2;46.4482106282655;72.4;76.6;55;50;4.2;12;12;17.3;32.611;2.61782;33.745;-7.5;1.8364;12811.316;4.71;3.768;55;35.311
Mongolia;Asia-Pacific;66;12;63.9;48.8;57.1;36.999345469237;89.2;68.2;81.9;66.5;67.4892512340605;76;74.4;50;50;5.3;10;25;18.71;32.5796666666667;3.278292;39.67;-5.336;2.715;11825.249;4.33;3.717;1719;76.574
Montenegro;Europe;103;41;57.8;61.3;43;46.3591950366658;83.9;29.5;11.9;67.1;61.710616248176;85.6;78.8;75;50;5.6;9;9;38.1;48.4703333333333;0.621718;11.994;-15.205;0.3182;19252.303;15.86;-0.238;529;108.846
Morocco;Middle East and North Africa;97;6;59.2;57.8;32.7;40.9693765333663;68.2;69.8;46;64.8;46.3884949928712;80;68.6;65;70;10.7;38;31;27.8;31.7503333333333;36.910558;273.95;-7.021;0.7838;7619.886;10.15;0.622;1763;76.072
